,date,text,followers,polarity,sentiment_confidence
0,2019-11-28 19:48:37,b'$RMSL 0087?! 52WKH $1.20?! Ur crazy2 ignore #BIOTECH\xf0\x9f\x93\x88\n$RDUS $UTHR $PTLA $ALDR $OPK $GLPG $ARWR $ONCS $MTEM $SGYP\xe2\x80\xa6 https://t.co/JiLsJRz7Tp',16938,0.0,0.0
1,2019-11-28 19:47:23,"b""$RMSL 0088? U CAN'T B SERIOUS. OVERSOLD #BIOTECH can't b OVERLOOKED $wmtm $vgtl $adtm $liga $ssft $coho $frlf $bzgt\xe2\x80\xa6 https://t.co/RFs89v67gR""",16938,-0.3333333333333333,0.6666666666666666
2,2019-11-28 19:45:55,b'$RMSL 009?! 52WKH $1.20. Why do INSIDERS own 47%? $AAPL $GOOG $AMZN $QQQ $MSFT $TSLA $AMD $NVDA $QCOM $NFLX $INTC\xe2\x80\xa6 https://t.co/pXCa8S1IOf',16938,0.6,1.0
3,2019-11-28 19:35:46,"b'RT @ugetfo: ETFO Intermediate Conference 2020, January 24-25, Toronto. The theme of the conference is recognizing the diverse nature and ne\xe2\x80\xa6'",866,0.0,0.0
4,2019-11-28 19:27:06,b'A Beginner\xe2\x80\x99s Guide to Stock Investing. \n\nFor FREE today.\n\nOn Amazon. \n\nLink: https://t.co/xLvykMmxU0\n\n$FB $GOOGL\xe2\x80\xa6 https://t.co/d3HcfUYg3s',42,0.4,0.8
5,2019-11-28 19:21:49,"b'ETFO Intermediate Conference 2020, January 24-25, Toronto. The theme of the conference is recognizing the diverse n\xe2\x80\xa6 https://t.co/IXwfv7QpU5'",935,0.0,0.0
6,2019-11-28 19:19:02,b'Intel reveals its smart home tech impact at CES https://t.co/16SaUIOn1T $INTC #stocks #stockmarket',2427,0.21428571428571427,0.6428571428571429
7,2019-11-28 18:52:02,"b'9 of 11 U.S. Stock Market sectors trade in Confirmed Normal Uptrend. Energy Sector lags. AAPL, ADSK, EBAY, GS, JPM,\xe2\x80\xa6 https://t.co/ANtNdtrM2P'",2,0.275,0.825
8,2019-11-28 18:30:06,"b'@bitmagicio @jonmasters Simply claiming ""all big companies do this"" shows that you\'re not interested in analyzing t\xe2\x80\xa6 https://t.co/6DPUCXTg2u'",201,-0.041666666666666664,0.3190476190476191
9,2019-11-28 18:29:00,b'Intel Unveils &amp;#39;Breakthrough&amp;#39; Quantum Computer https://t.co/LPK59CPPNd $INTC #stocks #stockmarket',2427,0.0,0.0
10,2019-11-28 18:26:19,b'A Beginner\xe2\x80\x99s Guide to Stock Investing. \n\nFor FREE today.\n\nOn Amazon. \n\nLink: https://t.co/xLvykMmxU0\n\n$FB $GOOGL\xe2\x80\xa6 https://t.co/jTNG4nWwqi',42,0.4,0.8
11,2019-11-28 18:25:08,"b'With past performance like this, how can you not sign up for a Free 7-day trial to https://t.co/eGM4W4JHC4? Winning\xe2\x80\xa6 https://t.co/B08sio02A9'",2786,0.07500000000000001,0.525
12,2019-11-28 18:19:48,b'RT @arnabch01: #AI #BigData #HPC #IoT #robotics is core of #PrecisionMedicine and offers trillion $ growth engine for $AAPL $GOOG $MSFT $IN\xe2\x80\xa6',2618,0.1,0.0
13,2019-11-28 18:13:02,b'Merit Financial Group LLC Purchases 300 Shares of Intel Co. (NASDAQ:INTC) $INTC https://t.co/aUzWXiRdPG',252,0.0,0.0
14,2019-11-28 18:03:02,b'Intel Co. (NASDAQ:INTC) Shares Sold by Executive Wealth Management LLC $INTC https://t.co/eHAWGlQ3CE',252,0.0,0.0
15,2019-11-28 17:52:11,b'RT @arnabch01: #AI #BigData #HPC #IoT #robotics is core of #PrecisionMedicine and offers trillion $ growth engine for $AAPL $GOOG $MSFT $IN\xe2\x80\xa6',1266,0.1,0.0
16,2019-11-28 17:51:47,b'RT @arnabch01: #AI #BigData #HPC #IoT #robotics is core of #PrecisionMedicine and offers trillion $ growth engine for $AAPL $GOOG $MSFT $IN\xe2\x80\xa6',16557,0.1,0.0
17,2019-11-28 17:37:06,b'$AMD $INTC $NVDA NEW ARTICLE : AMD: The $15 Billion Plan https://t.co/5obWrdLHHd Get all the latest $AMD related ne\xe2\x80\xa6 https://t.co/7KzCfwfRCy',82,0.21212121212121213,0.5848484848484848
18,2019-11-28 17:24:00,b'A Beginner\xe2\x80\x99s Guide to Stock Investing. \n\nFor FREE today.\n\nOn Amazon. \n\nLink: https://t.co/xLvykMmxU0\n\n$FB $GOOGL\xe2\x80\xa6 https://t.co/5Yog4o78SN',42,0.4,0.8
19,2019-11-28 16:55:14,"b""OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: https://t.co/oiRuRo4GYK It's\xe2\x80\xa6 https://t.co/WqQyy9Crqi""",2786,0.25,0.30000000000000004
20,2019-11-28 16:53:40,"b'AWS pours cash into custom silicon https://t.co/JYjNwpuPLw $ARMHF, $AMZN, $INTC, $AMD Great Dividend Stock BUY INTC!'",143,1.0,0.75
21,2019-11-28 16:48:47,b'$ARMHF $AMZN $INTC - AWS pours cash into custom silicon https://t.co/Ac7F2UOht9',38,0.0,0.0
22,2019-11-28 16:18:49,b'RT @gregorybrent: The Best Managed Companies Of 2019. The names are recognizable and familiar: #Amazon #Microsoft #Apple #Alphabet #Cisco #\xe2\x80\xa6',278,0.5416666666666666,0.35000000000000003
23,2019-11-28 16:18:06,b'The Best Managed Companies Of 2019. The names are recognizable and familiar: #Amazon #Microsoft #Apple #Alphabet\xe2\x80\xa6 https://t.co/XlrTHeWlqh',2241,0.5416666666666666,0.35000000000000003
24,2019-11-28 15:39:58,b'Intel Co. $INTC Expected to Announce Earnings of $1.25 Per Share https://t.co/KsXnzXD3RH',440,-0.1,0.4
25,2019-11-28 15:37:31,b'Intel Co. $INTC Expected to Announce Earnings of $1.25 Per Share https://t.co/dAW5qeedWN #stocks',7139,-0.1,0.4
26,2019-11-28 15:37:12,b'Yea this will totally hurt $AMD \xf0\x9f\x98\xad\n\nAWS pours cash into custom silicon $ARMHF $AMZN $INTC $AMD https://t.co/cpFVL3MIF8',258,0.0,0.75
27,2019-11-28 15:05:26,"b""RT @OpenOutcrier: $AMZN  Amazon's cloud unit readies more powerful data center chip - sources - Reuters       $INTC $AMD.  https://t.co/q9B\xe2\x80\xa6""",1121,0.23333333333333336,0.5333333333333333
28,2019-11-28 14:50:59,b'@tavleen_singh We understand your retaliation is because of your Pakistani son.',106,0.0,0.0
29,2019-11-28 14:50:26,"b""$AMZN  Amazon's cloud unit readies more powerful data center chip - sources - Reuters       $INTC $AMD.  https://t.co/q9BekY4uvg""",43296,0.23333333333333336,0.5333333333333333
30,2019-11-28 14:35:50,"b'""How I trade with only the 2-period RSI"" https://t.co/gwr5fTUH1O $SPY $QQQ $DJIA $DIA $GLD $SLV #stockmarket\xe2\x80\xa6 https://t.co/GawvblpYsw'",21252,0.0,1.0
31,2019-11-28 14:35:47,"b'RT @LegitReviews: Just confirmed that Chris Hook (Graphics and Visual Technologies Marketing Chief) &amp; Heather Lennon (Sr. Manager, Digital\xe2\x80\xa6'",118,0.2,0.5
32,2019-11-28 14:35:09,"b'Black Friday may not save retail\xe2\x80\x99s rough year, but the space still offers promising investments\xe2\x80\xa6 https://t.co/UC2Lazdyw3'",21252,0.008333333333333338,0.33333333333333337
33,2019-11-28 14:34:49,b'Big brands troll Elon Musk\xe2\x80\x99s Cybertruck with their own versions on Twitter https://t.co/KjzAwNc0hI $SPY $QQQ $DJIA\xe2\x80\xa6 https://t.co/uWltNQC88o',21252,0.3,0.55
34,2019-11-28 14:33:43,"b'Hong Kong is the biggest geopolitical threat to markets, economist warns https://t.co/uW8PPf5RuE $SPY $QQQ $DJIA\xe2\x80\xa6 https://t.co/uL6BTErNqn'",21252,0.0,0.0
35,2019-11-28 14:06:35,b'RT @sophiatwrites: AWS pours cash into custom silicon $ARMHF $AMZN $INTC $AMD https://t.co/VThY9O12vp',2652,0.0,0.0
36,2019-11-28 13:27:46,b'RT @sophiatwrites: AWS pours cash into custom silicon $ARMHF $AMZN $INTC $AMD https://t.co/VThY9O12vp',360,0.0,0.0
37,2019-11-28 13:23:29,b'RT @SwaggyStocks: Top stocks on trend MELTDOWN watchlist: $GOOG $GOOGL $AVGOP $JNJ $PG $BAC $T $UNH $INTC $VZ',2652,0.5,0.5
38,2019-11-28 13:23:29,b'RT @SentimEntropy: Positive sentiment on social media for $INTC. Moderate activity (likes/shares). https://t.co/qdeTb1cZ8P',2652,0.08686868686868687,0.43737373737373736
39,2019-11-28 13:20:44,b'AWS pours cash into custom silicon $ARMHF $AMZN $INTC $AMD https://t.co/VThY9O12vp',1299,0.0,0.0
40,2019-11-28 13:01:30,"b""Some of Silicon Valley's largest technology companies are enjoying much lower tax rates now than in 2017, before th\xe2\x80\xa6 https://t.co/GQeBKFRsYG""",16412,0.35,0.4
41,2019-11-28 13:00:04,b'Top stocks on trend MELTDOWN watchlist: $GOOG $GOOGL $AVGOP $JNJ $PG $BAC $T $UNH $INTC $VZ',897,0.5,0.5
42,2019-11-28 13:00:03,b'Positive sentiment on social media for $INTC. Moderate activity (likes/shares). https://t.co/qdeTb1cZ8P',32,0.08686868686868687,0.43737373737373736
43,2019-11-28 12:09:45,b'RT @BWUIC: $ARMHF $AMZN $INTC - AWS pours cash into custom silicon https://t.co/NgmlzlxPUW',2652,0.0,0.0
44,2019-11-28 12:03:27,b'$ARMHF $AMZN $INTC - AWS pours cash into custom silicon https://t.co/NgmlzlxPUW',1034,0.0,0.0
45,2019-11-28 11:55:17,b'@BhavikaKapoor5 @ShivSena @TajinderBagga He is only quoting Bala Saheb... Rest @ShivSena is history now. RIP\nShiv sena.',106,0.0,1.0
46,2019-11-28 11:25:01,b'AWS pours cash into custom silicon $ARMHF $AMZN $INTC $AMD https://t.co/5JZhsIkJ9Q',252,0.0,0.0
47,2019-11-28 11:22:01,b'$ARMHF $AMZN $INTC NEW ARTICLE : AWS pours cash into custom silicon https://t.co/yJsaciu0yN',82,0.13636363636363635,0.45454545454545453
48,2019-11-28 11:18:38,b'$ARMHF $AMZN $INTC - AWS pours cash into custom silicon https://t.co/i3rQe2LyMh',42598,0.0,0.0
49,2019-11-28 11:07:18,"b'@DeShobhaa Shobhaa De as writer and journalist - MY FOOT. She is a prestitute, slave to Pakistani Basit.'",106,0.0,0.0
50,2019-11-28 09:58:28,b'Intel $INTC and O2Micro International $OIIM Head to Head Comparison https://t.co/Z4pQ3UNKhf',1241,0.0,0.0
51,2019-11-28 09:23:47,b'$INTC in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators:\xe2\x80\xa6 https://t.co/CsfzOOVyi2',1242,-0.125,0.375
52,2019-11-28 09:18:56,b'Getting Started in Value Investing by Charles S. Mizrahi: https://t.co/WRdZzPbjee $SPY $AAPL $INTC $IBM $WMT $DG $COST',1144,0.0,0.0
53,2019-11-28 07:20:40,"b'What we know about technical systems is that, as they mature, the value migrates to the bottlenecks that control th\xe2\x80\xa6 https://t.co/b74EkT1LxI'",60,0.05,0.1
54,2019-11-28 07:05:44,"b'@SadhviPragya_MP Whether it was Godse or Udham Singh, you have full support of all the nationalist. And trust natio\xe2\x80\xa6 https://t.co/aQdx5VGl8s'",106,0.35,0.55
55,2019-11-28 07:02:47,b'@DiwakarSpeaks @SadhviPragya_MP @SacchiSadhana You seem to have sick mind man... This nation instead owes apology t\xe2\x80\xa6 https://t.co/I6ePWnVNCk',106,-0.7142857142857143,0.8571428571428571
56,2019-11-28 06:05:30,b'RT @11Graphs: Least expensive and most profitable largest US #Technology #Stocks by EV to EBITDA and EBITDA Margin:\n1. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 INTEL $INTC: 8.5x\xe2\x80\xa6',24,-0.10000000000000002,0.5333333333333333
57,2019-11-28 05:38:57,"b""RT @EricJhonsa: A look at $HPQ and $DELL's Tuesday remarks on $INTC PC CPU shortages, along with how they compare with prior disclosures on\xe2\x80\xa6""",40,0.0,0.0
58,2019-11-28 05:17:09,b'High-return trading strategies available at Profectus Systems $AAPL $TSLA $VIX $SPY $SPX $UVXY $VXX $XIV $MSFT $AMZN $FB $INTC $GOOGL $T $VZ',846,0.4,0.4
59,2019-11-28 05:15:49,"b""$KT Corp. aims for first place in #OTT 'season' enjoyed in #ultra #highdefinition and sound quality\xe2\x80\xa6 https://t.co/DPr2upmTKt""",462,0.3833333333333333,0.4777777777777777
60,2019-11-28 05:00:37,b'@RogerKay @intel @MediaTek May I know what is this event? Seems not listed in the events calender at https://t.co/rNpuaAaSGF.',1881,0.0,0.0
61,2019-11-28 04:49:32,"b'Technology Sector Update for 11/27/2019: DELL,BOX,AVX,INTC,HPE,STX,WDC - Nasdaq https://t.co/dHL2hcwUIn'",223,0.0,0.0
62,2019-11-28 04:38:45,"b'RT @LegitReviews: Just confirmed that Chris Hook (Graphics and Visual Technologies Marketing Chief) &amp; Heather Lennon (Sr. Manager, Digital\xe2\x80\xa6'",256,0.2,0.5
63,2019-11-28 04:28:57,"b'""How I trade with only the 2-period RSI"" https://t.co/GojLhwYzSI $SPY $QQQ $DJIA $DIA $GLD $SLV #stockmarket\xe2\x80\xa6 https://t.co/jnLXswMgsw'",21252,0.0,1.0
64,2019-11-28 04:20:30,b'@JhaSanjay Not at all Jha2 bhai... We are proud of Pragya and her courage to speak the truth in parliament. This na\xe2\x80\xa6 https://t.co/axADvu3YMT',106,0.8,1.0
65,2019-11-28 04:14:48,b'$RMSL OVERSOLD #BIOTECH 52WKH $1.20 1000%+gain POTENTIAL\xf0\x9f\x93\x88\xf0\x9f\x92\xb8\xf0\x9f\x8d\xbe #Crypto $SPY $QQQ $DJIA $DIA $GLD $SLV #stockmarket\xe2\x80\xa6 https://t.co/OWY69i0dqU',16938,0.0,0.0
66,2019-11-28 04:08:14,"b""@bitmagicio @jonmasters Don't look at the R&amp;D, look at how they sell. They had zero interest in pushing the desktop\xe2\x80\xa6 https://t.co/6sg6MCFAXk""",201,0.0,0.0
67,2019-11-28 04:00:37,"b""RT @TMFSunLion: If You Invested $1,000 in AMD's IPO, This Is How Much Money You'd Have Now @themotleyfool #stocks $AMD $NVDA $INTC https://\xe2\x80\xa6""",2652,0.2,0.2
68,2019-11-28 04:00:37,b'RT @newsfilterio: It\xe2\x80\x99s beginning to look like a really interesting market. After years of essentially one player taking all the s.. $GOOGL\xe2\x80\xa6',2652,0.25,0.4
69,2019-11-28 03:53:32,"b'RT @LegitReviews: Just confirmed that Chris Hook (Graphics and Visual Technologies Marketing Chief) &amp; Heather Lennon (Sr. Manager, Digital\xe2\x80\xa6'",37,0.2,0.5
70,2019-11-28 03:52:45,"b""If Amazon Web Services' chip efforts are successful, it could lessen the unit's reliance on Intel Corp (INTC.O) and\xe2\x80\xa6 https://t.co/V5B7GvngGp""",537,0.75,0.95
71,2019-11-28 03:44:22,"b""If You Invested $1,000 in AMD's IPO, This Is How Much Money You'd Have Now @themotleyfool #stocks $AMD $NVDA $INTC https://t.co/kk376wDjOf""",2135,0.2,0.2
72,2019-11-28 03:43:08,"b""$RMSL 0088? U CAN'T B SERIOUS. OVERSOLD #BIOTECH can't b OVERLOOKED $wmtm $vgtl $adtm $liga $ssft $coho $frlf $bzgt\xe2\x80\xa6 https://t.co/0X3UxAPI45""",16938,-0.3333333333333333,0.6666666666666666
73,2019-11-28 03:39:53,b'$RMSL 009?! 52WKH $1.20. Why do INSIDERS own 47%? $AAPL $GOOG $AMZN $QQQ $MSFT $TSLA $AMD $NVDA $QCOM $NFLX $INTC\xe2\x80\xa6 https://t.co/LqzWhxaQiS',16938,0.6,1.0
74,2019-11-28 03:32:33,b'$RMSL EXTREMELY  OVERSOLD 52WKH $1.20\xf0\x9f\x93\x88\xf0\x9f\x92\xb8\xf0\x9f\x94\xa5\xf0\x9f\x92\xb8\n$RDUS $UTHR $PTLA $ALDR $OPK $GLPG $ARWR $ONCS $MTEM $SGYP $NEPT $ASMB\xe2\x80\xa6 https://t.co/TL4sIViEOt',16938,-0.125,1.0
75,2019-11-28 03:31:47,b'$RMSL 52WKH $1.20. 1000% run coming\xf0\x9f\x8d\xbe\xf0\x9f\x93\x88\xf0\x9f\x92\xb8 $AAPL $GOOG $AMZN $QQQ $MSFT $TSLA $AMD $NVDA $QCOM $NFLX $INTC $CSCO $NXPI\xe2\x80\xa6 https://t.co/DHWZGBZlIH',16938,0.0,0.0
76,2019-11-28 03:27:04,b'Intel&amp;#39;s New Chip Aims For Quantum Supremacy https://t.co/RkEyJRnaQc $INTC #stocks #stockmarket',2427,0.13636363636363635,0.45454545454545453
77,2019-11-28 03:17:31,b'RT @danielnewmanUV: Early thoughts on this mornings @Intel + @MediaTek announcement -&gt; Intel Announces MediaTek Partnership To Deliver 5G P\xe2\x80\xa6',1223,0.1,0.3
78,2019-11-28 03:10:42,"b'@handleym99 @jonmasters True for all large corps, there is a chance INTC goes Kodak way, but I how they ignore the\xe2\x80\xa6 https://t.co/fNiT3xPAWq'",87,0.28214285714285714,0.5392857142857143
79,2019-11-28 02:57:00,b'It\xe2\x80\x99s beginning to look like a really interesting market. After years of essentially one player taking all the s..\xe2\x80\xa6 https://t.co/lP4B3nstUu',252,0.25,0.4
80,2019-11-28 02:10:59,b'Nio Inc \xe2\x80\x93 ADR has been one of the most volatile stocks in 2019 despite the fairly robust performance of the broader\xe2\x80\xa6 https://t.co/dejXMfzZJu',252,0.6,0.7
81,2019-11-28 02:10:35,b'$NIO Eve - Self-driving Electric  Car - Coming to the World for the first time via Nio - Mark it.\xe2\x80\xa6 https://t.co/f4SLkOcbiG',33116,0.25,0.3333333333333333
82,2019-11-28 02:03:26,"b'RT @LegitReviews: Just confirmed that Chris Hook (Graphics and Visual Technologies Marketing Chief) &amp; Heather Lennon (Sr. Manager, Digital\xe2\x80\xa6'",581,0.2,0.5
83,2019-11-28 02:02:30,b'$NIO ----- &lt; Friday $3+ Open imo\n\n$MSFT $NDVA $GOOG $FB $AMZN $NFLX $ORCL $INTC $AMD $MU $QCOM $TCEHY $TME $BABA\xe2\x80\xa6 https://t.co/YtGGj3stdy',33116,0.0,0.5
84,2019-11-28 01:54:19,"b'@bitmagicio @jonmasters IBM also used to be huge. \nINTC is on a bad trajectory, &amp; has very bad incentive structure.\xe2\x80\xa6 https://t.co/dqWRutiA6M'",201,-0.40333333333333315,0.8111111111111112
85,2019-11-28 01:45:26,b'RT @danielnewmanUV: Early thoughts on this mornings @Intel + @MediaTek announcement -&gt; Intel Announces MediaTek Partnership To Deliver 5G P\xe2\x80\xa6',2652,0.1,0.3
86,2019-11-28 01:44:40,"b""RT @EricJhonsa: A look at $HPQ and $DELL's Tuesday remarks on $INTC PC CPU shortages, along with how they compare with prior disclosures on\xe2\x80\xa6""",2,0.0,0.0
87,2019-11-28 01:40:23,b'RT @danielnewmanUV: Early thoughts on this mornings @Intel + @MediaTek announcement -&gt; Intel Announces MediaTek Partnership To Deliver 5G P\xe2\x80\xa6',1949,0.1,0.3
88,2019-11-28 01:39:24,"b""RT @newsfilterio: Exclusive: Amazon's cloud unit readies more powerful data center chip - sources $AMZN $INTC $AMD $AAPL https://t.co/S1biR\xe2\x80\xa6""",2652,0.23333333333333336,0.5333333333333333
89,2019-11-28 01:33:26,"b'RT @stocksondemand: $MSMY News Out GlobeNewswire\xe2\x80\xa2November 27, 2019 - MC Endeavors, Inc. BOD Ratifies Name Change to CBD Liquid Labs\nhttps:/\xe2\x80\xa6'",2652,0.0,0.0
90,2019-11-28 01:33:00,"b""Exclusive: Amazon's cloud unit readies more powerful data center chip - sources $AMZN $INTC $AMD $AAPL https://t.co/S1biRbQAxa""",252,0.23333333333333336,0.5333333333333333
91,2019-11-28 01:22:31,"b'RT @stocksondemand: $MSMY News Out GlobeNewswire\xe2\x80\xa2November 27, 2019 - MC Endeavors, Inc. BOD Ratifies Name Change to CBD Liquid Labs\nhttps:/\xe2\x80\xa6'",166829,0.0,0.0
92,2019-11-28 01:04:29,"b""@SMWookie Marketing isn't INTC's problem at the moment.""",266,0.0,0.0
93,2019-11-28 00:56:24,"b'RT @LegitReviews: Just confirmed that Chris Hook (Graphics and Visual Technologies Marketing Chief) &amp; Heather Lennon (Sr. Manager, Digital\xe2\x80\xa6'",2652,0.2,0.5
94,2019-11-28 00:36:04,"b'RT @LegitReviews: Just confirmed that Chris Hook (Graphics and Visual Technologies Marketing Chief) &amp; Heather Lennon (Sr. Manager, Digital\xe2\x80\xa6'",77,0.2,0.5
95,2019-11-28 00:11:50,"b""It Ain't Over Yet Folks! \n\n$aapl $amzn $agn $brk $ba $cat $msft $fb $crm $dis $intc $wfc $ms $gs $jpm $bac $c $tst\xe2\x80\xa6 https://t.co/8qyXpr2VSq""",854,0.0,0.0
96,2019-11-27 23:49:38,"b'RT @EmmaMuhleman1: Critical pieces of China\xe2\x80\x99s surveillance state share a connection. They came from America. $INTC, $QCOM, $NVDA, the list\xe2\x80\xa6'",237,0.0,0.8
97,2019-11-27 23:48:07,"b'RT @EmmaMuhleman1: Critical pieces of China\xe2\x80\x99s surveillance state share a connection. They came from America. $INTC, $QCOM, $NVDA, the list\xe2\x80\xa6'",29,0.0,0.8
98,2019-11-27 23:06:16,b'High-yield stocks (DIV yield + BB yield)\n$CSCO: 12%\n$IBM: 8%\n$INTC: 7%\n$AAPL: 7%\n10-year bond yield: 1.74% (fixed)',983,0.1,0.2
99,2019-11-27 23:00:59,"b""Some of Silicon Valley's largest technology companies are enjoying much lower tax rates now than in 2017, before th\xe2\x80\xa6 https://t.co/R0IIJaZWWE""",16412,0.35,0.4
